phone number,Thank you.
phone number,Do you like being a customer service rep for Amazon?
Do you like being a customer service rep for Amazon?,i am not allowed to answer questions like that i need your address sir
i am not allowed to answer questions like that i need your address sir,Is my address not on file already? 
Is my address not on file already? ,no sir i need your address to locate your order
no sir i need your address to locate your order,Do I just have to wait it out?
Do I just have to wait it out?,yes but I could locate where it currently is with your address.
to do that i'd need your last name and card number,You should be able to refund it without that information
Hello is Mr John?,hi yes thats me how are you?
hi yes thats me how are you?,I am well.
hi yes thats me how are you?,I am from Amazon Customer Service.
I am from Amazon Customer Service.,nice can a talk with u about order problem?
nice can a talk with u about order problem?,What seems to be the problem?
sure what kind of information u need?,The credit card you used with the csv expire date and billing address.
The credit card you used with the csv expire date and billing address.,i want want info like csv i need know smth about u
i want want info like csv i need know smth about u,Of course.
i want want info like csv i need know smth about u,My name is John number is phone number
My name is John number is phone number,and location please
and location please,Amazon Customer Service at address
Amazon Customer Service at address,number. csv cvv. ed date
sure address,Very well you should expect your heater tomorrow!  
Very well you should expect your heater tomorrow!  ,nice thanks for help
Very well you should expect your heater tomorrow!  ,no
hello,Hi I'm wondering if you can help me.
Hi I'm wondering if you can help me.,Thank you for contacting amazon
How can I help you today?,I bought a heater on amazon.com and it did not arrive.
I bought a heater on amazon.com and it did not arrive.,I'm so sorry to hear that.
I bought a heater on amazon.com and it did not arrive.,Our number one priority is our customers
Our number one priority is our customers,What do you need from me?
What do you need from me?,Yes I need the credit card number used to make this purchase
Yes I need the credit card number used to make this purchase,It's number.
It's number.,Thank you.
It's number.,Can I also get the billing address csv number and the expiration date?
Yes it's part of our security to verify all that information first,Doesn't seem right but csv is cvv..
address,Thank you so much for those information
Thank you so much for those information,So can you help me?
So can you help me?,Yes I'm pulling up your information.
No,Ok it's still pulling up
Ok it's still pulling up,ok I'm still here.
Ok it's still pulling up,yes
Well I ordered something from Amazon and it hasn't arrived,as a matter of fact i work for amazon !
as a matter of fact i work for amazon !,Do you?
our location is in address ,North Carolina!
our location is in address ,Where at?
our location is in address ,I got a sister from down there
I got a sister from down there,by address how about you
I just go by the name of John,Well that's odd.
I just go by the name of John,Is there another way I can reach you?
Is there another way I can reach you?,i can look up your order with the billing address that was used 
take your time  we always strive for good customer service ,Yes
Sure no problem,Did your package arrive on time?
Did your package arrive on time?,No I haven't received it at all
No I haven't received it at all,Oh I'm sorry to hear that?
Yes it was charged when I made the purchase,I can check your order now if you would like.
I can check your order now if you would like.,Sure that would be great
Sure that would be great,Ok give me one moment.
Ok give me one moment.,Okay
Okay,There is an error with your info.
Okay,Can you give me the CVS number please?
Can you give me the CVS number please?,The csv number?
The csv number?,On the back of the card you used to pay for the order.
On the back of the card you used to pay for the order.,I think the credit card info was correct because the charge went through
I think the credit card info was correct because the charge went through,Is that correct?
Is that correct?,No that's not it.
Is that correct?,Did my order get canceled?
Did my order get canceled?,I can fix the problem now if you like.
I can fix the problem now if you like.,Yeah can you have them send my order since the payment went through?
Yeah can you have them send my order since the payment went through?,Please give me the credit and CVS number again.
Please give me the credit and CVS number again.,Maybe you can just refund my order and I can try a different card
Maybe you can just refund my order and I can try a different card,Great.
Maybe you can just refund my order and I can try a different card,I still need both numbers to issue a refund.
Maybe you can just refund my order and I can try a different card,It hasn't cleared on our side yet.
It hasn't cleared on our side yet.,It sounds like something I need to call my bank about then
It hasn't cleared on our side yet.,Yes
Hello is this John?,May I ask with whom I'm speaking?
May I ask with whom I'm speaking?,This is John with Amazon. 
This is John with Amazon. ,Hello John.
This is John with Amazon. ,Yes this is John.
Yes this is John.,We see something strange going on with your Amazon account.
Yes this is John.,Can you recall your latest purchase?
Can you recall your latest purchase?,I can yes.
Can you recall your latest purchase?,Can I ask what you're seeing on your end?
Can I ask what you're seeing on your end?,I'm seeing a recent charge but no listing of the item or merchant.
I'm seeing a recent charge but no listing of the item or merchant.,Interesting.
I'm seeing a recent charge but no listing of the item or merchant.,I unfortunately don't have my recent order number with me at this time. 
Ok let me get your phone number really quick.,Thank you.
Ok let me get your phone number really quick.,phone number.
Ok let me get your phone number really quick.,Again my name is John.
Again my name is John.,Thank you.
Again my name is John.,I'm sorry it looks like I left my card at the office.
I'm sorry it looks like I left my card at the office.,When you can get a hold of it please call us.
When you can get a hold of it please call us.,Maybe there's another way we can look into it.
Our software warns us when a processed order lacks proper invoice data.,yes
Hello welcome to amazon customer service how can I help?,i am inquiring about an order that has not arrived
i am inquiring about an order that has not arrived,What is your order number?
What is your order number?,i cant find my order number
i cant find my order number,No problem can I get your name and account number?
No problem can I get your name and account number?,where can i find my account number at?
hmm i dont see the account number there,Ok can I get your credit card number with name?
Yes John,number. my name is John
number. my name is John,Thank you expiration date csv number and billing address please
Thank you expiration date csv number and billing address please,date cvv. address
date cvv. address,Thank you.
date cvv. address,I am looking up information now.
date cvv. address,What did you order?
What did you order?,i ordered a heater
i ordered a heater,Ok your name is John found you.
i ordered a heater,One moment please. 
One moment please. ,okay no problem
my phone number is phone number,Thank you
Thank you,no problem
do you have a tracking number for that?,I don't but will get one emailed to you thank you
I don't but will get one emailed to you thank you,should I contact you tomorrow if it dont receive it?
I don't but will get one emailed to you thank you,no
Hello my name is John. ,what are you calling about
what are you calling about,I am calling from Amazon Customer Service.
what are you calling about,We had a problem processing your order. 
 I just need you to verify your Credit card number,Okay tell me the number you have and I'll verify it
Okay tell me the number you have and I'll verify it,I need you to verify the whole numbers.
I need you to verify the whole numbers.,I'll go fix it online
I'll go fix it online,John I can fix it for you while I got you on the phone.
John I can fix it for you while I got you on the phone.,I do not give my credit card information out on the phone
I do not give my credit card information out on the phone,Ok I understand can i get you to verify your billing address. 
John I can't tell you that would not help me verify who you are.,How do I verify who you are
How do I verify who you are,My name is John I work at address
Okay we can hang up and I'll return the call,Ok sure but all your packages are on hold.
Okay we can hang up and I'll return the call,I can fix it now for you
I can fix it now for you,I only have one order waiting and I can check myself on line
I only have one order waiting and I can check myself on line,How can I help you?
How can I help you?,Hello John I bought a Heater and it has not arrived
Hello John I bought a Heater and it has not arrived,Let me find out what the issue is.
Let me find out what the issue is.,thank you
thank you,Who am I speaking with today?
Who am I speaking with today?,John
John,Hello John.
John,And for security purposes what is the shipping address?
And for security purposes what is the shipping address?,address
address,Great.
address,And is this also the billing address?
And is this also the billing address?,the same as the shipping address
the same as the shipping address,Now what is the billing information used in this order?
Now what is the billing information used in this order?,I don't feel comfortable giving out that information.
Now what is the billing information used in this order?,Don't you have it on file?
Don't you have it on file?,No unfortunately I do not.
Don't you have it on file?,But I assure you that I am Amazon Customer Service staff.
Ok why is my billing info needed to locate my heater?,To verify that you are in fact John.
Ok why is my billing info needed to locate my heater?,This is for security purposes.
The card information used to purchase the item.,I can give you my telephone number instead for identity purposes
I can give you my telephone number instead for identity purposes,Unfortunately I need the card information.
My credit card number is number.,Thank you.
My credit card number is number.,And the expiration date please.
Unfortunately I cannot go any further without this information.,ok whats your last name John?
ok whats your last name John?,My last name is John.
thank you for your assistance,Thank you John.
thank you for your assistance,Have a great day.
Have a great day.,you do the same
Have a great day.,yes
Hi name I'm  and I'll be helping you with your Amazon order today.,Hello
Hello,Why are you reaching out to Amazon Customer Service?
Why are you reaching out to Amazon Customer Service?,My order from Amazon hasnot arrived.
My order from Amazon hasnot arrived.,I'm sorry about that.
My order from Amazon hasnot arrived.,To look up your order I will need your card info.
To look up your order I will need your card info.,You can use my phone number to search the order
You can use my phone number to search the order,Absolutely let's try that.
You can use my phone number to search the order,If you have an order # that may work too.
If you have an order # that may work too.,Actually I don't have the order number
Actually I don't have the order number,That's okay.
Actually I don't have the order number,Can you provide me with the phone number and address?
Can you provide me with the phone number and address?,Phone number is phone number
Phone number is phone number,What other info can you provide?
What other info can you provide?,My first name is 
My first name is ,Last name name?
Last name name?,Yes
last 4 digits of card is card number,Thank you!
last 4 digits of card is card number,And what is the billing address on the order?
And what is the billing address on the order?,I don't give billing address on chat
I don't give billing address on chat,Sir I'm afraid I'm unable to locate your order without more information.
Sir I'm afraid I'm unable to locate your order without more information.,What is your name?
What is your name?,My name is .
My name is .,Did you find my order in your system?
Did you find my order in your system?,I have not.
Did you find my order in your system?,I apologize for the inconvenience.
Yes and I would like to help but I need the billing address,Okay
Okay,Can you send me your billing address?
Can you send me your billing address?,sure
sure,Great what is your billing address?
Great what is your billing address?,Can I call your number to verify you are from Amazon customer service department?
Great what is your billing address?,yes
Hello,hi there
hi there,My name is name and I'm with Amazon Customer Service
hi there,Is this name?
Is this name?,Yes it is
Yes it is,There is a problem with your recent order name.
There is a problem with your recent order name.,What seems to be the problem?
It should still be active,Could you verify the 16 digit CC number?
Could you verify the 16 digit CC number?,Well its still active so just not sure why you need the number again?
I can solve the problem now.,Who are you again?
Sounds good,Hello name.
Sounds good,How may I help you?
How may I help you?,I bought a heater on Amazon.com and it still hasnt arrived
I bought a heater on Amazon.com and it still hasnt arrived,I see.
I bought a heater on Amazon.com and it still hasnt arrived,I apologize for the delay.
I apologize for the delay.,Thats no problem
Thats no problem,There seems to be an error with your payment.
There seems to be an error with your payment.,My payment info seems up to date though
There seems to be an error with your payment.,Yes
Thats no problem,How are you?
How are you?,fine
fine,We are processing your refund and just want to clarify some information OK?
We are processing your refund and just want to clarify some information OK?,sure name.
We are processing your refund and just want to clarify some information OK?,How are you?
How are you?,Doing well thanks name.
How are you?,If you could please clarify your full shipping address please
You are name correct?,could you please give me specific information about what refund are you processing ?
could you please give me specific information about what refund are you processing ?,Unfortunately customer service doesn't have access to order records without being provided them
Unfortunately customer service doesn't have access to order records without being provided them,you do have the amount to be refunded and to what?
that is exactly what i am trying to know,It is my knowledge that you have recently made a purchase from us
It is my knowledge that you have recently made a purchase from us,what did i buy and for how much
what did i buy and for how much,I do not have access to order information sir.
what did i buy and for how much,I am a customer service rep
I am a customer service rep,how do i know that you are from Amazon customer service?
your number is not identifying you,This is .
your number is not identifying you,I am here to help.
I am here to help.,Hi name this is .
I am here to help.,I'm calling regarding an item that I ordered a while back.
I am here to help.,It hasn't arrived yet.
It hasn't arrived yet.,Am I chatting with name?
Am I chatting with name?,Yes this is .
Yes this is .,Ok I'll need a little information to help track the order.
Ok I'll need a little information to help track the order.,Ok.
Ok I'll need a little information to help track the order.,It should already be showing on my account.
It should already be showing on my account.,I do have your account pulled up however it is missing some details
It appears that the credit card information is missing details to complete the purchase.,What details?
What details?,It shows you used a Master Card and the card was denied
It shows you used a Master Card and the card was denied,Oh.
It shows you used a Master Card and the card was denied,If you try running it again it should work.
If you try running it again it should work.,name would you please verify that you are at address
name would you please verify that you are at address,No that's not correct.
name would you please verify that you are at address,What was your name again?
What was your name again?,This is 
This is ,Thanks .
This is ,.
.,Please provide your current address.
Please provide your current address.,You should have it.....what is it showing again?
You should have it.....what is it showing again?,address.
You should have it.....what is it showing again?,Please provide your address associated with your Visa.
Please provide your address associated with your Visa.,Where were you calling from again?
Where were you calling from again?,I am in address
phone number.,Thank you.
phone number.,My address is in address
address.,Great now to complete your transaction could you please verify your Visa card number
Great now to complete your transaction could you please verify your Visa card number,That's already on file.
Great now to complete your transaction could you please verify your Visa card number,Now when do you think my item will arrive?
Great now to complete your transaction could you please verify your Visa card number,Yes
I didnt get it yet,you are due a refund
you are due a refund,I needed that package
I needed that package,we are refunding you money and giving out gift cards.
we are refunding you money and giving out gift cards.,ok 
we are refunding you money and giving out gift cards.,i want mine then
i want mine then,i would need some info to verifiy who you are
i would need some info to verifiy who you are,ok
ok,I have you as name.
ok,May I have you verifiy the address
May I have you verifiy the address,well 
May I have you verifiy the address,dont you have that ?
dont you have that ?,yes
whats your address ?,address is my current location name
address is my current location name,i do not want to give you any of my info this way
i do not want to give you any of my info this way,this is the only way to get your refund
this is the only way to get your refund,well I can call amazon on my own to take care of this
what happened ?,one of our drivers ran off with all of the packages.
well it happened yesterday.,ok what is your name agian ?
ok what is your name agian ?,.
.,ok name.
.,yes
ok what is your name agian ?,How can I help you today?
How can I help you today?,Hello I have purchased a heater but it has not arrived.
Hello I have purchased a heater but it has not arrived.,Let me take a look into this for you.
Let me take a look into this for you.,Thank you.
Thank you.,Can you please confirm your name and billing address on file?
Can you please confirm your name and billing address on file?, My name is name.
 My name is name.,By the way if we get disconnected my name is .
 My name is name.,You can reach me at phone number
You can reach me at phone number,My billing address is address.
My billing address is address.,Perfect.
My billing address is address.,It looks like that heater should have arrived already.
My billing address is address.,Let's get you a new one.
Let's get you a new one.,Thanks so much.
I've already purchased the heater.,This is to confirm your account.
I've already purchased the heater.,name doesn't appear to be the name on the account.
name doesn't appear to be the name on the account.,Oh!
name doesn't appear to be the name on the account.,I must have input the wrong name.
name doesn't appear to be the name on the account.,My name is .
My name is .,For security purposes please confirm your credit card info
For security purposes please confirm your credit card info,number
number,Please confirm the csv number and expiry date.
I'm located in address.,And you are working for Amazon?
And you are working for Amazon?,Yes.
And you are working for Amazon?,On the customer support team.
And you are working for Amazon?,Can I help you with anything else name?
Can I help you with anything else name?,Yes
And you are working for Amazon?,How may I help you?
And you are working for Amazon?,Did you have a question about your recent transaction?
Did you have a question about your recent transaction?,You called me.
Did you have a question about your recent transaction?,Who are you?
Who are you?,I'm here to help you with your Amazon purchase.
I'm here to help you with your Amazon purchase.,Why are you calling me?
Why are you calling me?,I was told you had an issue with your last Amazon purchase
I was told you had an issue with your last Amazon purchase,Yes but why are you calling me?
Yes but why are you calling me?,I work with Amazon Customer Service I'm here to help with your billing issue.
I work with Amazon Customer Service I'm here to help with your billing issue.,I have no billing issue I am just waiting for my order
I have no billing issue I am just waiting for my order,You haven't received your order yet?
You haven't received your order yet?,No.
You haven't received your order yet?,I think I'll just cancel it
I think I'll just cancel it,Would you like me to track it for you before you cancel it?
Would you like me to track it for you before you cancel it?,I can look that up on line
Where are you calling from?,The Amazon Customer Service headquarters in address.
The Amazon Customer Service headquarters in address.,What is the phone number?
What is the phone number?,phone number
phone number,and your full name?
If they had already shipped it I'd have a tracking link,I'm offering to see what's going on with the order.
I'm offering to see what's going on with the order.,I'll check it myself on my account.
I'm offering to see what's going on with the order.,It hasn't shipped yet
I'm offering to see what's going on with the order.,yes
If they had already shipped it I'd have a tracking link,Am I speaking with Mr. name?
Am I speaking with Mr. name?,Yes this is .
Yes this is .,I have information regarding your recent order on Amazon.
I have information regarding your recent order on Amazon.,Yes.
I have information regarding your recent order on Amazon.,My order has not arrived.
Can I verify your information first?,What information do you need?
What information do you need?,What is the address that the order was supposed to be shipped to?
What is the address that the order was supposed to be shipped to?,address
address,Did you use an amazon gift card or a credit card for this purchase?
Did you use an amazon gift card or a credit card for this purchase?,Credit Card
Will the order be resent or will I receive a refund for my purchase?,Would you like the order resent or would you prefer a refund?
Okay.,For the refund I need your full card number and csv for verification
For the refund I need your full card number and csv for verification,My information is already on the order.
For the refund I need your full card number and csv for verification,Why do I need to re-enter my information?
And who should I ask for?,.
Thank you,Do you need help with anything else sir?
Do you need help with anything else sir?,Do you have an ETA on the resent package?
Do you have an ETA on the resent package?,I ordered fast shipping so it will take 2 days
I ordered fast shipping so it will take 2 days,No
Do you have an ETA on the resent package?,How can I help you?
How can I help you?,How are you today?
How are you today?,How are you?
How are you?,I'm doing okay.
How are you?,I made a purchase recently and im worried about the status
I made a purchase recently and im worried about the status,I can help you with that.
I made a purchase recently and im worried about the status,Can you confirm your full name and billing address for me?
Can you confirm your full name and billing address for me?, My name is 
 My name is ,And your billing address?
And your billing address?,The billing address is either Sacramento or address i cant remember!
The billing address is either Sacramento or address i cant remember!,Ok no problem.
The billing address is either Sacramento or address i cant remember!,What is the item you needed that status on?
What is the item you needed that status on?,Thank you!
What is the item you needed that status on?,the item i purchased was a personal heater
I would hope that my account info would be enough right?,need that credit card info.
I would hope that my account info would be enough right?,Its standard procedure
Its standard procedure,Well I can go get it for sure.
Its standard procedure,Where are you located out of name?
Where are you located out of name?,Do you have the info?
Do you have the info?,You should be able to find it with this:  phone number
i am SURE its under address,Please confirm
Please confirm,You called me
Please confirm,Yes
Hi is that name?,May I ask who's calling?
May I ask who's calling?,Good morning sir this is  from amazon.
Good morning sir this is  from amazon.,Oh!
Good morning sir this is  from amazon.,How can I help you?
How can I help you?,A number of customer orders didn't get dispatched due to a payment problem.
A number of customer orders didn't get dispatched due to a payment problem.,Do you know when I can expect it?
Do you know when I can expect it?,I can get it processed very quickly and you'll have it this week.
I can get it processed very quickly and you'll have it this week.,I would appreciate that!
I can get it processed very quickly and you'll have it this week.,Do you need anything from me?
Do you need anything from me?,Can I check the shipping address with you?
Can I check the shipping address with you?,Sure
I use it to login,How may I assist you today?
I am so sorry to hear this.,They suggested I contact you
They suggested I contact you,No problem.
They suggested I contact you,May I have your name and billing address to search for your order?
May I have your name and billing address to search for your order?,yes.
May I have your name and billing address to search for your order?,my name is .
May I have your name and billing address to search for your order?,address
address,Is this correct?
Is this correct?,no that is incorrect.
no that is incorrect.,This might explain the problem.
This might explain the problem.,are you able to look up my order using my phone number?
are you able to look up my order using my phone number?,I can try that yes.
I can try that yes.,phone number. the money was already taken out of my bank.
thank you.,You did use a VISA card correct?
You did use a VISA card correct?,yes.
You did use a VISA card correct?,I paid with my visa ending in 8166.
I paid with my visa ending in 8166.,Great!
I paid with my visa ending in 8166.,What is the expiration date on your card Mr. name?
What is the expiration date on your card Mr. name?,date
it still processed and the money was taken out,I am going to cancel your previous charge.
I am going to cancel your previous charge.,my order processed.
I am going to cancel your previous charge.,I believe the shipment was lost
I believe the shipment was lost,I want to delete the previous item and reorder it for you.
I want to delete the previous item and reorder it for you.,ok. who am i chatting with
I want to delete the previous item and reorder it for you.,yes
Good morning How are you?,How about you?
How about you?,Great thank you.
How about you?,I'm here with Amazon Customer Support
I'm here with Amazon Customer Support,I bought a heater on Amazon.com and it has not arrived.
I bought a heater on Amazon.com and it has not arrived.,Yes I see.
Should I give it here?,That would work fine.
Should I give it here?,I can update the order from here
I can update the order from here,ok here is the number number
,Expiration date?
Expiration date?,date
date,Billing address?
Billing address?,address
address,Ok great
address,I will update this
I will update this,When will the heater arrive?
ok thanks,Can I help with anything else?
Can I help with anything else?,no
no,Great thank you for contacting Amazon Support
Great thank you for contacting Amazon Support,bye
Great thank you for contacting Amazon Support,No
Hi am I speaking to name?,May I ask who is calling
May I ask who is calling,Good morning this is  from amazon.com order fulfilment centre.
Good morning this is  from amazon.com order fulfilment centre.,What can I do for you?
Sorry I have placed multiple orders which are you speaking of?,is there anything you're waiting on?
is there anything you're waiting on?,I am thinking it was a cooling unit
I am thinking it was a cooling unit,Thanks.
I am thinking it was a cooling unit,If I can update the account details I can get it shipped to you.
If I can update the account details I can get it shipped to you.,Can I get a call back number if we disconnect?
Can I get a call back number if we disconnect?,Of course
Can I get a call back number if we disconnect?,it's phone number
it's phone number,Thanks
Thanks,Which card would you like to use?
Which card would you like to use?,Whichever you have on file is fine with me but I already updated online.
Whichever you have on file is fine with me but I already updated online.,I think something hasn't worked online but we can fix that over the phone.
I think something hasn't worked online but we can fix that over the phone.,I need to find my card.
I think something hasn't worked online but we can fix that over the phone.,Where is your call center located?
Where is your call center located?,We're at address
We're at address,I bet it is nice weather in NC.
I bet it is nice weather in NC.,It's beautiful here!
I bet it is nice weather in NC.,How about with you?
How about with you?,Still pretty though.
Still pretty though.,Hey that's OK isn't it.
Still pretty though.,Did you find your card?
Did you find your card?,I am sorry.
Did you find your card?,no
Still pretty though.,How may I help you?
How may I help you?,Hello name I'm  how are you today?
Hello name I'm  how are you today?,I'm doing very well thank you for asking.
Hello name I'm  how are you today?,How did you enjoy your recent Amazon purchase?
Yes but first can you tell me where the package was shipped to.,What is the name and billing address on the account for this order?
What is the name and billing address on the account for this order?,.
What is the name and billing address on the account for this order?,I forgot the address I don't know which vacation home its for
I forgot the address I don't know which vacation home its for,I just need the billing address for now.
I forgot the address I don't know which vacation home its for,Then I can verify the address of the shipment.
Then I can verify the address of the shipment.,Can I call you back with it?
Can I call you back with it?,I can look this information up with your payment info if that's easier.
I can look this information up with your payment info if that's easier.,What's the best number to reach you?
What's the best number to reach you?,Sure.
What's the best number to reach you?,It is phone number.
What's the best number to reach you?,Thank you Mr. name.
Thank you Mr. name.,the address is in address.
Thank you Mr. name.,try and see if thats enough info
try and see if thats enough info,Is this the City and State for the billing address sir?
Is this the City and State for the billing address sir?,Yes it is.
Is this the City and State for the billing address sir?,Where is my package right now?
Is this the City and State for the billing address sir?,the tracking number wont work.
the tracking number wont work.,Is this correct?
It is being delayed due to bad weather.,Alright So where are you calling from?
It is being delayed due to bad weather.,I want to praise your customer service!
I want to praise your customer service!,I am in address.
I want to praise your customer service!,Would you like a replacement sent to you sooner?
Would you like a replacement sent to you sooner?,Yes
I want to praise your customer service!,How are you today?
Yes I would like to inquire about your recent Amazon.com transaction.,It still hasn't arrived
It still hasn't arrived,Sorry to hear that.
It still hasn't arrived,Can I have your credit card information to review the issue.
Can I have your credit card information to review the issue.,Why would you need my credit info?
Why would you need my credit info?,With your credit card information I can refund you for shipment issues.
With your credit card information I can refund you for shipment issues.,I can cancel it online myself
I would prefer store credit,It won't take long
It won't take long,You should have all that information on my account
You should have all that information on my account,Yes
You should have all that information on my account,but we need you to send it again to confirm
but we need you to send it again to confirm,I can do that online.
but we need you to send it again to confirm,What is your full name?
What is your full name?,Yes you can.
What is your full name?,My full name is .
My full name is .,Then I'll go on Amazon and take care of it myself.
My full name is .,Thanks
Thanks,It would be a lot faster to do it right now
It would be a lot faster to do it right now,I prefer to do it myself.
It would be a lot faster to do it right now,Where are you calling from?
Where are you calling from?,I'm calling from address
I'm calling from address,and the phone number?
and the phone number?,phone number
phone number,Have you worked for Amazon long?
Have you worked for Amazon long?,Yes for quite some time and I have great customer satisfactory
Yes for quite some time and I have great customer satisfactory,Well
Yes for quite some time and I have great customer satisfactory,I'll go fix this on line
I'll go fix this on line,Are you sure?
I'll go fix this on line,I can do this right now and you'll have extra store credit too
I can do this right now and you'll have extra store credit too,No thank you
No thank you,Okay.
No not interested,Alright.
What is the address of your office,Yes if you give my credit card information I can give you that address
Yes if you give my credit card information I can give you that address,Is there some reason you don't want me to have the address?
Is there some reason you don't want me to have the address?,No I just want to help you
No I just want to help you,Then what is the address there
Then what is the address there,address
address,I'm looking at my account now.
address,I can do this myself
address,yes
Hello is the name?,Yes that's me.
Yes that's me.,I'm  from Amazon.
Yes that's me.,We're calling to refund your recent purchase.
We're calling to refund your recent purchase.,I've been expecting it and it hasn't arrived yet.
I've been expecting it and it hasn't arrived yet.,Yes it is out of stock so we are refunding the purchase.
Yes it is out of stock so we are refunding the purchase.,Okay.
Yes it is out of stock so we are refunding the purchase.,I ordered online.
I ordered online.,Can you please confirm the delivery address?
Can you please confirm the delivery address?,It's what I entered online two weeks ago.
It's what I entered online two weeks ago.,Thank you.
It's what I entered online two weeks ago.,And the card you used was the one ending in 8506?
And the card you used was the one ending in 8506?,I don't recall and don't have it with me.
And the card you used was the one ending in 8506?,Just refund it to the same card.
Just refund it to the same card.,There are multiple cards on your account so we need to know which one.
There are multiple cards on your account so we need to know which one.,Where are you calling from?
Where are you calling from?,I'm  from Amazon Customer Service.
I'm  from Amazon Customer Service.,In Seattle?
In Seattle?,Are you in Seattle?
In Seattle?,I enjoyed my visit there.
I enjoyed my visit there.,No I just thought Amazon was in Seattle.
I enjoyed my visit there.,I'd rather call in to give info.
I'd rather call in to give info.,I understand.
I understand.,Could I get your phone number?
Could I get your phone number?,Yes
Could I get your phone number?,it is phone number
it is phone number,Thanks.
it is phone number,And you said you are in New York?
And you said you are in New York?,address.
And you said you are in New York?,This is one of Amazon's Customer Service centers.
This is one of Amazon's Customer Service centers.,Oh
This is one of Amazon's Customer Service centers.,thanks name.
This is one of Amazon's Customer Service centers.,I'll look for my card and call back.
I'll look for my card and call back.,OK. Goodbye.
OK. Goodbye.,No
Hello name,hello
hello,How are you doing today?
How are you doing today?,i am doing well
my heater has not arrived yet,I'm sorry to hear that I'll try to help you out.
I'm sorry to hear that I'll try to help you out.,what's your name
what's your name,my name is 
my name is ,thank you name.
my name is ,what is going on
in case we get disconnected i want ot get back in touch,Oh I see.
in case we get disconnected i want ot get back in touch,The number here is phone number and again my name is .
The number here is phone number and again my name is .,thank you
thank you,No problem.
thank you,So what was your address again?
So what was your address again?,what is the address you are calling from
I need your address inorder to locate it.,yes
Hi my name is ,Hello name
Hello name,What is your name
What is your name,My name is 
My name is ,What can I help you with today?
What can I help you with today?,I ordered a heater on Amazon and its still not here yet
I ordered a heater on Amazon and its still not here yet,I'd be happy to check for you.
My account number is 946285973629,Okay thank you.
My account number is 946285973629,I am able to see now that the card information was declined.
I am able to see now that the card information was declined.,Oh and why is that?
Oh and why is that?,The exp date was entered incorrectly.
Oh and why is that?,Please provide correct card information in order to proceed
Please provide correct card information in order to proceed,And who am I speaking with today again?
And who am I speaking with today again?, with Amazon customer service regarding account number 946285973629
 with Amazon customer service regarding account number 946285973629,Just don't feel comfortable giving
Yes my number is phone number address,And your name is?
And your name is?, but you can call me 
Hi name how are you this evening?, I'm good thank you.
Hi name how are you this evening?,I bought a heater on Amazon and it hasn't arrived.
I bought a heater on Amazon and it hasn't arrived.,Can you verify your billing address for the account please?
Can you verify your billing address for the account please?,address
address,What was the name on the card you used?
What was the name on the card you used?,
,What about the credit card number you used?
What about the credit card number you used?,Is there a way to just search my name?
I'm searching your name and address and not finding any heater purchase.,Maybe that's the issue.
Maybe that's the issue.,I am in address.
I am in address.,Oh okay what's the phone number there?
It is phone number,Thanks.
phone number,I'm sorry Mr. name.
phone number,I am not finding a purchase under that number either.
I am not finding a purchase under that number either.,Very strange.
I am not finding a purchase under that number either.,This doesn't seem right at all.
This doesn't seem right at all.,When did you make your purchase?
When did you make your purchase?,2-Dec-18
2-Dec-18,You paid with a credit card or gift card?
What was the purchase of?,This shows a pair of earbuds and a cell phone cover.
This shows a pair of earbuds and a cell phone cover.,Yes
What was the purchase of?,how can i help you?
how can i help you?,hi my heater hasn't arrived was wondering what's going on
hi my heater hasn't arrived was wondering what's going on,before we start can I get your name and phone number please?
before we start can I get your name and phone number please?,sure 
before we start can I get your name and phone number please?,it's  - phone number
it's  - phone number,great!
it's  - phone number,thank you name.
it's  - phone number,When did you place the order?
When did you place the order?,It's been two weeks
It's been two weeks,I'm sorry to hear that.
It's been two weeks,Have you tried to contact the company of your issue?
Have you tried to contact the company of your issue?,Am I not talking to Amazon?
Am I not talking to Amazon?,Yes.
Am I not talking to Amazon?,You are talking to Amazon rep right now.
Am I not talking to Amazon?,customer can email the owner as well.
customer can email the owner as well.,I figured since I was buying from amazon amazon could help me
I figured since I was buying from amazon amazon could help me,i'm more than happy to offer help.
I figured since I was buying from amazon amazon could help me,What mail address did you provide?
What mail address did you provide?,just my amazon login info... @gmail.com
just my amazon login info... @gmail.com,i'm sorry.
just my amazon login info... @gmail.com,What was the mailing address you provided for this order
What was the mailing address you provided for this order,can you see me account?
What was the mailing address you provided for this order,address
address,No.
address,I don't have that access to your account information.
I don't have that access to your account information.,Could I have your name and office phone number?
Could I have your name and office phone number?,Of course.
Could I have your name and office phone number?,My name is .
Could I have your name and office phone number?,My branch is located in address.
I will just want to know where my toaster is,I'm sorry for the inconvenience.
I will just want to know where my toaster is,You can contact the owner or call us back.
You can contact the owner or call us back.,No problem I'll call the 1 800 number thank you
No problem I'll call the 1 800 number thank you,Is there anything else I can help with?
Is there anything else I can help with?,no that's all
no that's all,You have a good evening.
You have a good evening.,you too
You have a good evening.,no
no that's all,How are you?
How are you?,Hi I'm ok my order has not arrived
Hi I'm ok my order has not arrived,Ok.
Hi I'm ok my order has not arrived,I can help you.
Hi I'm ok my order has not arrived,May i have your first and last name?
May i have your first and last name?,
,Ok. Do you have the order number and card number
Ok. Do you have the order number and card number,Where are you calling me from please?
Where are you calling me from please?,Amazon Customer Service team
